subNum	 session	 trialNo	 variability	 targPresent	 targSide	 response	 accuracy
9	 2	 62	 10.00	 1	 left	 l	 1
9	 2	 63	 1.90	 0	 x	 l	 0
9	 2	 64	 1.90	 1	 right	 l	 1
9	 2	 65	 1.90	 0	 x	 l	 0
9	 2	 66	 1.90	 1	 left	 l	 1
9	 2	 67	 1.90	 1	 left	 r	 0
9	 2	 68	 10.00	 0	 x	 r	 1
9	 2	 69	 10.00	 1	 right	 l	 1
9	 2	 70	 1.90	 0	 x	 l	 0
9	 2	 71	 1.90	 0	 x	 r	 1
9	 2	 72	 10.00	 1	 left	 l	 1
9	 2	 73	 10.00	 0	 x	 r	 1
9	 2	 74	 10.00	 0	 x	 r	 1
9	 2	 75	 1.90	 1	 right	 l	 1
9	 2	 76	 1.90	 1	 right	 l	 1
9	 2	 77	 1.90	 1	 left	 r	 0
9	 2	 78	 1.90	 1	 right	 r	 0
9	 2	 79	 1.90	 1	 right	 l	 1
9	 2	 80	 10.00	 1	 right	 l	 1
10	 1	 1	 1.90	 0	 x	 l	 0
10	 1	 2	 10.00	 1	 right	 l	 1
10	 1	 3	 10.00	 0	 x	 l	 0
10	 1	 4	 1.90	 0	 x	 l	 0
10	 1	 5	 1.90	 0	 x	 r	 1
10	 1	 6	 10.00	 1	 right	 r	 0
10	 1	 7	 10.00	 1	 right	 l	 1
10	 1	 8	 10.00	 0	 x	 l	 0
10	 1	 9	 1.90	 1	 right	 l	 1
10	 1	 10	 1.90	 1	 right	 l	 1
10	 1	 11	 10.00	 0	 x	 r	 1
10	 1	 12	 1.90	 1	 right	 l	 1
10	 1	 13	 10.00	 0	 x	 l	 0
10	 1	 14	 10.00	 1	 right	 r	 0
10	 1	 15	 1.90	 1	 left	 r	 0
10	 1	 16	 10.00	 0	 x	 l	 0
10	 1	 17	 1.90	 1	 right	 r	 0
10	 1	 18	 10.00	 1	 left	 l	 1
10	 1	 19	 1.90	 1	 left	 l	 1
10	 1	 20	 1.90	 0	 x	 l	 0
10	 1	 21	 1.90	 0	 x	 r	 1
10	 1	 22	 10.00	 0	 x	 l	 0
10	 1	 23	 10.00	 1	 left	 l	 1
10	 1	 24	 10.00	 0	 x	 r	 1
10	 1	 25	 1.90	 1	 left	 l	 1
10	 1	 26	 10.00	 0	 x	 l	 0
10	 1	 27	 1.90	 1	 right	 l	 1
10	 1	 28	 10.00	 1	 left	 r	 0
10	 1	 29	 10.00	 0	 x	 l	 0
10	 1	 30	 1.90	 0	 x	 l	 0
10	 1	 31	 10.00	 0	 x	 l	 0
10	 1	 32	 1.90	 1	 right	 r	 0
10	 1	 33	 1.90	 1	 right	 r	 0
10	 1	 34	 10.00	 1	 right	 l	 1
10	 1	 35	 10.00	 0	 x	 l	 0
10	 1	 36	 1.90	 1	 left	 l	 1
10	 1	 37	 1.90	 1	 left	 l	 1
10	 1	 38	 1.90	 1	 left	 l	 1
10	 1	 39	 1.90	 0	 x	 l	 0
10	 1	 40	 10.00	 1	 left	 l	 1
10	 1	 41	 10.00	 0	 x	 l	 0
10	 1	 42	 10.00	 1	 left	 r	 0
10	 1	 43	 1.90	 0	 x	 l	 0
10	 1	 44	 10.00	 0	 x	 l	 0
10	 1	 45	 10.00	 0	 x	 r	 1
10	 1	 46	 10.00	 1	 right	 l	 1
10	 1	 47	 1.90	 1	 right	 r	 0
10	 1	 48	 1.90	 0	 x	 l	 0
10	 1	 49	 10.00	 1	 left	 r	 0
10	 1	 50	 1.90	 0	 x	 l	 0
10	 1	 51	 1.90	 1	 left	 r	 0
10	 1	 52	 1.90	 0	 x	 l	 0
10	 1	 53	 1.90	 1	 right	 l	 1
10	 1	 54	 1.90	 1	 right	 l	 1
10	 1	 55	 1.90	 1	 left	 l	 1
10	 1	 56	 1.90	 1	 left	 l	 1
10	 1	 57	 10.00	 1	 left	 l	 1
10	 1	 58	 10.00	 0	 x	 l	 0
10	 1	 59	 1.90	 0	 x	 l	 0
10	 1	 60	 1.90	 1	 left	 r	 0
10	 1	 61	 10.00	 1	 right	 l	 1
10	 1	 62	 1.90	 0	 x	 l	 0
10	 1	 63	 1.90	 0	 x	 r	 1
10	 1	 64	 10.00	 1	 right	 r	 0
10	 1	 65	 10.00	 0	 x	 l	 0
10	 1	 66	 10.00	 0	 x	 l	 0
10	 1	 67	 10.00	 0	 x	 r	 1
10	 1	 68	 10.00	 1	 right	 r	 0
10	 1	 69	 1.90	 0	 x	 l	 0
10	 1	 70	 10.00	 1	 left	 r	 0
10	 1	 71	 1.90	 0	 x	 r	 1
10	 1	 72	 10.00	 1	 left	 r	 0
10	 1	 73	 1.90	 0	 x	 l	 0
10	 1	 74	 1.90	 0	 x	 r	 1
10	 1	 75	 10.00	 1	 right	 l	 1
10	 1	 76	 10.00	 1	 left	 r	 0
10	 1	 77	 10.00	 0	 x	 l	 0
10	 1	 78	 1.90	 0	 x	 r	 1
10	 1	 79	 1.90	 0	 x	 r	 1
10	 1	 80	 10.00	 0	 x	 l	 0
10	 2	 1	 10.00	 1	 left	 r	 0
10	 2	 2	 1.90	 0	 x	 r	 1
10	 2	 3	 1.90	 1	 right	 r	 0
10	 2	 4	 10.00	 0	 x	 l	 0
10	 2	 5	 1.90	 1	 left	 l	 1
10	 2	 6	 1.90	 0	 x	 r	 1
10	 2	 7	 1.90	 0	 x	 l	 0
10	 2	 8	 1.90	 1	 left	 l	 1
10	 2	 9	 1.90	 0	 x	 r	 1
10	 2	 10	 1.90	 1	 right	 l	 1
10	 2	 11	 1.90	 1	 left	 l	 1
10	 2	 12	 10.00	 0	 x	 r	 1
10	 2	 13	 10.00	 1	 right	 r	 0
10	 2	 14	 1.90	 0	 x	 l	 0
10	 2	 15	 1.90	 1	 right	 l	 1
10	 2	 16	 1.90	 0	 x	 r	 1
10	 2	 17	 10.00	 0	 x	 l	 0
10	 2	 18	 1.90	 0	 x	 r	 1
10	 2	 19	 10.00	 0	 x	 r	 1
10	 2	 20	 10.00	 0	 x	 r	 1
10	 2	 21	 10.00	 1	 left	 l	 1
10	 2	 22	 10.00	 1	 left	 r	 0
10	 2	 23	 10.00	 0	 x	 l	 0
10	 2	 24	 10.00	 1	 left	 l	 1
10	 2	 25	 1.90	 0	 x	 l	 0
10	 2	 26	 10.00	 0	 x	 r	 1
10	 2	 27	 1.90	 1	 left	 l	 1
10	 2	 28	 1.90	 0	 x	 l	 0
10	 2	 29	 10.00	 1	 right	 r	 0
10	 2	 30	 1.90	 1	 right	 l	 1
10	 2	 31	 10.00	 0	 x	 r	 1
10	 2	 32	 1.90	 1	 left	 r	 0
10	 2	 33	 10.00	 1	 right	 r	 0
10	 2	 34	 1.90	 0	 x	 l	 0
10	 2	 35	 10.00	 1	 left	 l	 1
10	 2	 36	 10.00	 1	 left	 l	 1
10	 2	 37	 10.00	 0	 x	 l	 0
10	 2	 38	 1.90	 0	 x	 r	 1
10	 2	 39	 1.90	 1	 left	 l	 1
10	 2	 40	 10.00	 0	 x	 l	 0
10	 2	 41	 1.90	 1	 right	 r	 0
10	 2	 42	 10.00	 0	 x	 l	 0
10	 2	 43	 10.00	 1	 left	 r	 0
10	 2	 44	 1.90	 1	 left	 l	 1
10	 2	 45	 1.90	 0	 x	 l	 0
10	 2	 46	 1.90	 0	 x	 r	 1
10	 2	 47	 1.90	 0	 x	 l	 0
10	 2	 48	 10.00	 1	 right	 l	 1
10	 2	 49	 10.00	 0	 x	 r	 1
10	 2	 50	 1.90	 1	 right	 l	 1
10	 2	 51	 10.00	 1	 right	 l	 1
10	 2	 52	 10.00	 0	 x	 l	 0
10	 2	 53	 10.00	 1	 left	 l	 1
10	 2	 54	 1.90	 0	 x	 r	 1
10	 2	 55	 1.90	 1	 left	 l	 1
10	 2	 56	 1.90	 1	 right	 l	 1
10	 2	 57	 10.00	 1	 left	 l	 1
10	 2	 58	 10.00	 0	 x	 r	 1
10	 2	 59	 1.90	 0	 x	 r	 1
10	 2	 60	 10.00	 0	 x	 r	 1
10	 2	 61	 10.00	 0	 x	 r	 1
10	 2	 62	 1.90	 1	 right	 r	 0
10	 2	 63	 1.90	 0	 x	 l	 0
10	 2	 64	 10.00	 1	 right	 l	 1
10	 2	 65	 10.00	 1	 left	 l	 1
10	 2	 66	 1.90	 0	 x	 l	 0
10	 2	 67	 10.00	 1	 right	 l	 1
10	 2	 68	 10.00	 1	 right	 l	 1
10	 2	 69	 1.90	 1	 right	 l	 1
10	 2	 70	 10.00	 0	 x	 r	 1
10	 2	 71	 10.00	 0	 x	 l	 0
10	 2	 72	 1.90	 0	 x	 l	 0
10	 2	 73	 1.90	 1	 right	 r	 0
10	 2	 74	 1.90	 1	 left	 r	 0
10	 2	 75	 10.00	 0	 x	 l	 0
10	 2	 76	 1.90	 1	 left	 l	 1
10	 2	 77	 10.00	 0	 x	 l	 0
10	 2	 78	 1.90	 0	 x	 l	 0
10	 2	 79	 10.00	 1	 right	 l	 1
10	 2	 80	 10.00	 1	 right	 r	 0
11	 1	 1	 1.90	 0	 x	 r	 1
11	 1	 2	 1.90	 1	 right	 l	 1
11	 1	 3	 10.00	 0	 x	 r	 1
11	 1	 4	 1.90	 0	 x	 l	 0
11	 1	 5	 1.90	 0	 x	 l	 0
11	 1	 6	 1.90	 0	 x	 r	 1
11	 1	 7	 10.00	 0	 x	 r	 1
11	 1	 8	 10.00	 1	 right	 l	 1
11	 1	 9	 1.90	 1	 left	 l	 1
11	 1	 10	 1.90	 0	 x	 r	 1
11	 1	 11	 10.00	 0	 x	 r	 1
11	 1	 12	 10.00	 1	 left	 l	 1
11	 1	 13	 1.90	 1	 right	 r	 0
11	 1	 14	 1.90	 1	 left	 l	 1
11	 1	 15	 10.00	 0	 x	 r	 1
11	 1	 16	 1.90	 1	 right	 l	 1
11	 1	 17	 10.00	 0	 x	 l	 0
11	 1	 18	 10.00	 1	 left	 l	 1
11	 1	 19	 10.00	 0	 x	 r	 1
11	 1	 20	 10.00	 0	 x	 l	 0
11	 1	 21	 10.00	 0	 x	 r	 1
11	 1	 22	 1.90	 0	 x	 l	 0
11	 1	 23	 10.00	 0	 x	 l	 0
11	 1	 24	 1.90	 0	 x	 r	 1
11	 1	 25	 1.90	 0	 x	 r	 1
11	 1	 26	 10.00	 1	 right	 l	 1
11	 1	 27	 1.90	 0	 x	 l	 0
11	 1	 28	 10.00	 0	 x	 r	 1
11	 1	 29	 1.90	 1	 left	 r	 0
11	 1	 30	 1.90	 1	 left	 r	 0
11	 1	 31	 1.90	 1	 right	 l	 1
11	 1	 32	 1.90	 1	 left	 l	 1
11	 1	 33	 10.00	 1	 left	 l	 1
11	 1	 34	 10.00	 1	 left	 l	 1
11	 1	 35	 1.90	 1	 left	 r	 0
11	 1	 36	 10.00	 0	 x	 r	 1
11	 1	 37	 10.00	 1	 right	 l	 1
11	 1	 38	 10.00	 0	 x	 r	 1
11	 1	 39	 1.90	 1	 right	 l	 1
11	 1	 40	 10.00	 1	 right	 l	 1
11	 1	 41	 1.90	 1	 right	 r	 0
11	 1	 42	 10.00	 0	 x	 l	 0
11	 1	 43	 10.00	 1	 right	 l	 1
11	 1	 44	 1.90	 0	 x	 r	 1
11	 1	 45	 10.00	 1	 right	 l	 1
11	 1	 46	 10.00	 1	 right	 l	 1
11	 1	 47	 1.90	 1	 left	 l	 1
11	 1	 48	 1.90	 0	 x	 l	 0
11	 1	 49	 1.90	 0	 x	 l	 0
11	 1	 50	 10.00	 0	 x	 l	 0
11	 1	 51	 10.00	 1	 right	 l	 1
11	 1	 52	 1.90	 0	 x	 r	 1
11	 1	 53	 10.00	 0	 x	 r	 1
11	 1	 54	 1.90	 0	 x	 r	 1
11	 1	 55	 10.00	 1	 left	 l	 1
11	 1	 56	 1.90	 0	 x	 r	 1
11	 1	 57	 10.00	 1	 right	 l	 1
11	 1	 58	 1.90	 1	 left	 r	 0
11	 1	 59	 10.00	 0	 x	 r	 1
11	 1	 60	 10.00	 0	 x	 r	 1
11	 1	 61	 10.00	 0	 x	 r	 1
11	 1	 62	 10.00	 1	 left	 l	 1
11	 1	 63	 10.00	 1	 left	 l	 1
11	 1	 64	 10.00	 1	 left	 l	 1
11	 1	 65	 10.00	 1	 right	 l	 1
11	 1	 66	 10.00	 0	 x	 r	 1
11	 1	 67	 1.90	 0	 x	 r	 1
11	 1	 68	 1.90	 1	 left	 l	 1
11	 1	 69	 1.90	 1	 left	 r	 0
11	 1	 70	 10.00	 1	 left	 l	 1
11	 1	 71	 1.90	 1	 right	 l	 1
11	 1	 72	 1.90	 0	 x	 r	 1
11	 1	 73	 1.90	 0	 x	 x	 1
11	 1	 74	 1.90	 0	 x	 r	 1
11	 1	 75	 1.90	 1	 right	 l	 1
11	 1	 76	 1.90	 0	 x	 r	 1
11	 1	 77	 10.00	 0	 x	 r	 1
11	 1	 78	 1.90	 1	 right	 l	 1
11	 1	 79	 1.90	 1	 right	 r	 0
11	 1	 80	 10.00	 1	 left	 l	 1
11	 2	 1	 1.90	 1	 right	 l	 1
11	 2	 2	 10.00	 0	 x	 r	 1
11	 2	 3	 1.90	 1	 right	 l	 1
11	 2	 4	 10.00	 1	 left	 l	 1
11	 2	 5	 10.00	 1	 left	 l	 1
11	 2	 6	 10.00	 1	 right	 l	 1
11	 2	 7	 1.90	 1	 left	 l	 1
11	 2	 8	 10.00	 1	 left	 l	 1
11	 2	 9	 10.00	 0	 x	 r	 1
11	 2	 10	 1.90	 1	 left	 l	 1
11	 2	 11	 1.90	 0	 x	 l	 0
11	 2	 12	 10.00	 0	 x	 r	 1
11	 2	 13	 1.90	 0	 x	 l	 0
11	 2	 14	 10.00	 1	 left	 l	 1
11	 2	 15	 10.00	 0	 x	 r	 1
11	 2	 16	 10.00	 1	 right	 l	 1
11	 2	 17	 1.90	 1	 right	 l	 1
11	 2	 18	 1.90	 1	 left	 l	 1
11	 2	 19	 10.00	 1	 right	 l	 1
11	 2	 20	 1.90	 0	 x	 l	 0
11	 2	 21	 1.90	 0	 x	 r	 1
11	 2	 22	 1.90	 0	 x	 l	 0
11	 2	 23	 1.90	 0	 x	 r	 1
11	 2	 24	 10.00	 0	 x	 r	 1
11	 2	 25	 1.90	 1	 right	 l	 1
11	 2	 26	 10.00	 1	 left	 l	 1
11	 2	 27	 1.90	 0	 x	 r	 1
11	 2	 28	 10.00	 0	 x	 r	 1
11	 2	 29	 1.90	 1	 left	 l	 1
11	 2	 30	 10.00	 0	 x	 r	 1
11	 2	 31	 10.00	 0	 x	 r	 1
11	 2	 32	 1.90	 0	 x	 l	 0
11	 2	 33	 10.00	 0	 x	 r	 1
11	 2	 34	 1.90	 0	 x	 r	 1
11	 2	 35	 10.00	 1	 left	 l	 1
11	 2	 36	 10.00	 0	 x	 r	 1
11	 2	 37	 10.00	 1	 left	 l	 1
11	 2	 38	 10.00	 0	 x	 r	 1
11	 2	 39	 10.00	 1	 left	 l	 1
11	 2	 40	 1.90	 1	 left	 l	 1
11	 2	 41	 1.90	 0	 x	 r	 1
11	 2	 42	 1.90	 0	 x	 l	 0
11	 2	 43	 10.00	 0	 x	 r	 1
11	 2	 44	 10.00	 1	 right	 l	 1
11	 2	 45	 1.90	 0	 x	 r	 1
11	 2	 46	 1.90	 0	 x	 r	 1
11	 2	 47	 10.00	 1	 left	 l	 1
11	 2	 48	 1.90	 1	 right	 r	 0
11	 2	 49	 1.90	 0	 x	 r	 1
11	 2	 50	 1.90	 1	 left	 l	 1
11	 2	 51	 10.00	 1	 right	 l	 1
11	 2	 52	 10.00	 1	 right	 l	 1
11	 2	 53	 10.00	 0	 x	 r	 1
11	 2	 54	 10.00	 1	 left	 l	 1
11	 2	 55	 1.90	 0	 x	 l	 0
11	 2	 56	 1.90	 0	 x	 r	 1
11	 2	 57	 1.90	 0	 x	 r	 1
11	 2	 58	 1.90	 1	 right	 l	 1
11	 2	 59	 10.00	 0	 x	 r	 1
11	 2	 60	 10.00	 0	 x	 r	 1
11	 2	 61	 10.00	 0	 x	 r	 1
11	 2	 62	 10.00	 0	 x	 r	 1
11	 2	 63	 10.00	 1	 right	 l	 1
11	 2	 64	 10.00	 1	 right	 l	 1
11	 2	 65	 1.90	 1	 left	 l	 1
11	 2	 66	 1.90	 1	 right	 l	 1
11	 2	 67	 10.00	 1	 right	 l	 1
11	 2	 68	 10.00	 1	 right	 l	 1
11	 2	 69	 1.90	 1	 right	 l	 1
11	 2	 70	 1.90	 0	 x	 l	 0
11	 2	 71	 10.00	 0	 x	 r	 1
11	 2	 72	 10.00	 0	 x	 r	 1
11	 2	 73	 1.90	 0	 x	 r	 1
11	 2	 74	 1.90	 1	 right	 l	 1
11	 2	 75	 1.90	 1	 left	 l	 1
11	 2	 76	 10.00	 0	 x	 r	 1
11	 2	 77	 1.90	 1	 right	 l	 1
11	 2	 78	 1.90	 1	 left	 l	 1
11	 2	 79	 1.90	 1	 left	 r	 0
11	 2	 80	 1.90	 0	 x	 l	 0
12	 1	 1	 10.00	 1	 right	 l	 1
12	 1	 2	 10.00	 1	 right	 l	 1
12	 1	 3	 1.90	 1	 left	 r	 0
12	 1	 4	 1.90	 1	 left	 l	 1
12	 1	 5	 1.90	 1	 left	 l	 1
12	 1	 6	 10.00	 0	 x	 r	 1
12	 1	 7	 10.00	 1	 left	 l	 1
12	 1	 8	 1.90	 0	 x	 l	 0
12	 1	 9	 10.00	 1	 left	 l	 1
12	 1	 10	 10.00	 0	 x	 r	 1
12	 1	 11	 1.90	 1	 right	 r	 0
12	 1	 12	 10.00	 0	 x	 r	 1
12	 1	 13	 1.90	 0	 x	 l	 0
12	 1	 14	 1.90	 0	 x	 l	 0
12	 1	 15	 1.90	 0	 x	 r	 1
12	 1	 16	 10.00	 1	 left	 l	 1
12	 1	 17	 1.90	 1	 right	 l	 1
12	 1	 18	 1.90	 0	 x	 r	 1
12	 1	 19	 10.00	 0	 x	 l	 0
12	 1	 20	 1.90	 1	 left	 l	 1
12	 1	 21	 10.00	 1	 left	 l	 1
12	 1	 22	 1.90	 1	 left	 l	 1
12	 1	 23	 10.00	 0	 x	 r	 1
12	 1	 24	 10.00	 1	 right	 l	 1
12	 1	 25	 1.90	 1	 left	 l	 1
12	 1	 26	 1.90	 1	 right	 l	 1
12	 1	 27	 1.90	 1	 right	 l	 1
12	 1	 28	 10.00	 1	 left	 l	 1
12	 1	 29	 10.00	 0	 x	 r	 1
12	 1	 30	 1.90	 1	 right	 l	 1
12	 1	 31	 10.00	 0	 x	 r	 1
12	 1	 32	 1.90	 1	 right	 l	 1
12	 1	 33	 10.00	 0	 x	 r	 1
12	 1	 34	 10.00	 1	 right	 l	 1
12	 1	 35	 10.00	 0	 x	 r	 1
12	 1	 36	 1.90	 0	 x	 l	 0
12	 1	 37	 1.90	 0	 x	 l	 0
12	 1	 38	 10.00	 0	 x	 l	 0
12	 1	 39	 10.00	 0	 x	 r	 1
12	 1	 40	 10.00	 1	 left	 l	 1
12	 1	 41	 10.00	 1	 left	 l	 1
12	 1	 42	 1.90	 0	 x	 l	 0
12	 1	 43	 10.00	 0	 x	 l	 0
12	 1	 44	 10.00	 1	 right	 l	 1
12	 1	 45	 1.90	 0	 x	 r	 1
12	 1	 46	 1.90	 1	 left	 l	 1
12	 1	 47	 1.90	 1	 left	 r	 0
12	 1	 48	 10.00	 1	 right	 l	 1
12	 1	 49	 10.00	 1	 left	 l	 1
12	 1	 50	 10.00	 0	 x	 r	 1
12	 1	 51	 10.00	 1	 left	 l	 1
12	 1	 52	 1.90	 1	 right	 l	 1
12	 1	 53	 1.90	 1	 left	 r	 0
12	 1	 54	 1.90	 0	 x	 r	 1
12	 1	 55	 10.00	 1	 right	 l	 1
12	 1	 56	 10.00	 0	 x	 r	 1
12	 1	 57	 1.90	 0	 x	 r	 1
12	 1	 58	 10.00	 1	 left	 l	 1
12	 1	 59	 1.90	 0	 x	 r	 1
12	 1	 60	 1.90	 1	 right	 l	 1
12	 1	 61	 10.00	 0	 x	 r	 1
12	 1	 62	 1.90	 0	 x	 r	 1
12	 1	 63	 1.90	 1	 right	 l	 1
12	 1	 64	 10.00	 0	 x	 r	 1
12	 1	 65	 1.90	 0	 x	 l	 0
12	 1	 66	 10.00	 0	 x	 r	 1
12	 1	 67	 1.90	 1	 left	 l	 1
12	 1	 68	 1.90	 0	 x	 l	 0
12	 1	 69	 1.90	 0	 x	 r	 1
12	 1	 70	 10.00	 0	 x	 r	 1
12	 1	 71	 1.90	 0	 x	 r	 1
12	 1	 72	 10.00	 1	 right	 l	 1
12	 1	 73	 10.00	 0	 x	 r	 1
12	 1	 74	 1.90	 0	 x	 r	 1
12	 1	 75	 1.90	 1	 right	 l	 1
12	 1	 76	 1.90	 0	 x	 r	 1
12	 1	 77	 10.00	 1	 right	 l	 1
12	 1	 78	 1.90	 0	 x	 r	 1
12	 1	 79	 10.00	 0	 x	 r	 1
12	 1	 80	 10.00	 1	 right	 l	 1
12	 2	 1	 1.90	 1	 left	 l	 1
12	 2	 2	 10.00	 1	 left	 l	 1
12	 2	 3	 1.90	 0	 x	 r	 1
12	 2	 4	 1.90	 0	 x	 l	 0
12	 2	 5	 1.90	 0	 x	 r	 1
12	 2	 6	 1.90	 1	 right	 r	 0
12	 2	 7	 1.90	 1	 left	 l	 1
12	 2	 8	 10.00	 1	 left	 l	 1
12	 2	 9	 1.90	 0	 x	 r	 1
12	 2	 10	 10.00	 1	 left	 l	 1
12	 2	 11	 10.00	 1	 left	 l	 1
12	 2	 12	 10.00	 0	 x	 r	 1
12	 2	 13	 1.90	 0	 x	 r	 1
12	 2	 14	 10.00	 1	 right	 l	 1
12	 2	 15	 10.00	 1	 left	 l	 1
12	 2	 16	 1.90	 1	 left	 r	 0
12	 2	 17	 1.90	 0	 x	 r	 1
12	 2	 18	 10.00	 0	 x	 r	 1
12	 2	 19	 10.00	 1	 right	 l	 1
12	 2	 20	 1.90	 1	 right	 l	 1
12	 2	 21	 1.90	 0	 x	 r	 1
12	 2	 22	 1.90	 1	 right	 l	 1
12	 2	 23	 10.00	 0	 x	 r	 1
12	 2	 24	 10.00	 0	 x	 r	 1
12	 2	 25	 10.00	 1	 right	 r	 0
12	 2	 26	 10.00	 0	 x	 r	 1
12	 2	 27	 10.00	 0	 x	 r	 1
12	 2	 28	 1.90	 1	 right	 r	 0
12	 2	 29	 10.00	 1	 right	 l	 1
12	 2	 30	 10.00	 0	 x	 r	 1
12	 2	 31	 10.00	 0	 x	 r	 1
12	 2	 32	 10.00	 0	 x	 l	 0
12	 2	 33	 10.00	 0	 x	 r	 1
12	 2	 34	 1.90	 1	 right	 l	 1
12	 2	 35	 1.90	 0	 x	 l	 0
12	 2	 36	 10.00	 0	 x	 l	 0
12	 2	 37	 1.90	 0	 x	 r	 1
12	 2	 38	 10.00	 0	 x	 r	 1
12	 2	 39	 10.00	 1	 left	 l	 1
12	 2	 40	 1.90	 1	 left	 l	 1
12	 2	 41	 10.00	 1	 right	 l	 1
12	 2	 42	 1.90	 0	 x	 l	 0
12	 2	 43	 10.00	 1	 left	 l	 1
12	 2	 44	 1.90	 1	 right	 r	 0
12	 2	 45	 1.90	 1	 left	 l	 1
12	 2	 46	 10.00	 1	 left	 l	 1
12	 2	 47	 10.00	 1	 right	 l	 1
12	 2	 48	 1.90	 0	 x	 r	 1
12	 2	 49	 1.90	 1	 right	 l	 1
12	 2	 50	 1.90	 0	 x	 l	 0
12	 2	 51	 1.90	 1	 left	 l	 1
12	 2	 52	 10.00	 1	 right	 l	 1
12	 2	 53	 1.90	 0	 x	 r	 1
12	 2	 54	 1.90	 1	 right	 r	 0
12	 2	 55	 1.90	 0	 x	 r	 1
12	 2	 56	 1.90	 1	 left	 l	 1
12	 2	 57	 10.00	 0	 x	 r	 1
12	 2	 58	 1.90	 1	 right	 l	 1
12	 2	 59	 1.90	 1	 left	 l	 1
12	 2	 60	 1.90	 0	 x	 r	 1
12	 2	 61	 10.00	 1	 right	 l	 1
12	 2	 62	 10.00	 0	 x	 r	 1
12	 2	 63	 1.90	 0	 x	 l	 0
12	 2	 64	 1.90	 0	 x	 r	 1
12	 2	 65	 1.90	 0	 x	 r	 1
12	 2	 66	 1.90	 1	 left	 l	 1
12	 2	 67	 10.00	 1	 left	 l	 1
12	 2	 68	 10.00	 0	 x	 r	 1
12	 2	 69	 10.00	 0	 x	 r	 1
12	 2	 70	 1.90	 0	 x	 l	 0
12	 2	 71	 10.00	 0	 x	 r	 1
12	 2	 72	 1.90	 1	 left	 l	 1
12	 2	 73	 10.00	 0	 x	 r	 1
12	 2	 74	 10.00	 0	 x	 r	 1
12	 2	 75	 10.00	 1	 left	 l	 1
12	 2	 76	 10.00	 1	 right	 r	 0
12	 2	 77	 1.90	 0	 x	 r	 1
12	 2	 78	 10.00	 0	 x	 r	 1
12	 2	 79	 1.90	 1	 right	 l	 1
12	 2	 80	 10.00	 1	 right	 l	 1
13	 1	 1	 1.90	 1	 left	 l	 1
13	 1	 2	 1.90	 1	 left	 l	 1
13	 1	 3	 1.90	 0	 x	 l	 0
13	 1	 4	 10.00	 0	 x	 l	 0
13	 1	 5	 10.00	 1	 right	 l	 1
13	 1	 6	 10.00	 0	 x	 r	 1
13	 1	 7	 10.00	 0	 x	 r	 1
13	 1	 8	 10.00	 1	 right	 l	 1
13	 1	 9	 1.90	 0	 x	 l	 0
13	 1	 10	 1.90	 1	 right	 r	 0
13	 1	 11	 10.00	 0	 x	 r	 1
13	 1	 12	 1.90	 0	 x	 l	 0
13	 1	 13	 1.90	 1	 left	 r	 0
13	 1	 14	 10.00	 0	 x	 r	 1
13	 1	 15	 10.00	 0	 x	 r	 1
13	 1	 16	 1.90	 0	 x	 r	 1
13	 1	 17	 1.90	 0	 x	 r	 1
13	 1	 18	 10.00	 1	 right	 l	 1
13	 1	 19	 1.90	 0	 x	 r	 1
13	 1	 20	 1.90	 1	 left	 r	 0
13	 1	 21	 1.90	 0	 x	 l	 0
13	 1	 22	 1.90	 0	 x	 r	 1
13	 1	 23	 10.00	 1	 right	 l	 1
13	 1	 24	 10.00	 1	 left	 r	 0
13	 1	 25	 10.00	 0	 x	 r	 1
13	 1	 26	 10.00	 1	 left	 l	 1
13	 1	 27	 1.90	 1	 left	 r	 0
13	 1	 28	 1.90	 0	 x	 l	 0
13	 1	 29	 1.90	 0	 x	 l	 0
13	 1	 30	 1.90	 1	 right	 r	 0
13	 1	 31	 1.90	 0	 x	 l	 0
13	 1	 32	 1.90	 0	 x	 l	 0
13	 1	 33	 10.00	 1	 left	 l	 1
13	 1	 34	 1.90	 1	 right	 l	 1
13	 1	 35	 10.00	 0	 x	 r	 1
13	 1	 36	 1.90	 0	 x	 r	 1
13	 1	 37	 10.00	 0	 x	 r	 1
13	 1	 38	 1.90	 1	 right	 l	 1
13	 1	 39	 1.90	 0	 x	 r	 1
13	 1	 40	 10.00	 0	 x	 r	 1
13	 1	 41	 10.00	 0	 x	 r	 1
13	 1	 42	 1.90	 1	 left	 l	 1
13	 1	 43	 10.00	 0	 x	 l	 0
13	 1	 44	 1.90	 0	 x	 r	 1
13	 1	 45	 1.90	 1	 left	 r	 0
13	 1	 46	 1.90	 1	 right	 l	 1
13	 1	 47	 1.90	 1	 right	 r	 0
13	 1	 48	 10.00	 1	 right	 l	 1
13	 1	 49	 10.00	 0	 x	 r	 1
13	 1	 50	 1.90	 1	 right	 r	 0
13	 1	 51	 10.00	 1	 right	 l	 1
13	 1	 52	 10.00	 1	 right	 l	 1
13	 1	 53	 1.90	 0	 x	 r	 1
13	 1	 54	 10.00	 1	 left	 l	 1
13	 1	 55	 10.00	 1	 left	 l	 1
13	 1	 56	 10.00	 0	 x	 r	 1
13	 1	 57	 10.00	 0	 x	 r	 1
13	 1	 58	 10.00	 0	 x	 r	 1
13	 1	 59	 1.90	 1	 right	 l	 1
