subNum	 session	 trialNo	 variability	 targPresent	 targSide	 response	 accuracy
6	 1	 64	 10.00	 1	 left	 l	 1
6	 1	 65	 10.00	 1	 right	 l	 1
6	 1	 66	 1.90	 0	 x	 l	 0
6	 1	 67	 10.00	 1	 left	 l	 1
6	 1	 68	 1.90	 0	 x	 r	 1
6	 1	 69	 1.90	 1	 right	 r	 0
6	 1	 70	 1.90	 0	 x	 l	 0
6	 1	 71	 1.90	 0	 x	 r	 1
6	 1	 72	 1.90	 1	 left	 r	 0
6	 1	 73	 1.90	 1	 left	 l	 1
6	 1	 74	 1.90	 0	 x	 l	 0
6	 1	 75	 1.90	 0	 x	 r	 1
6	 1	 76	 10.00	 0	 x	 r	 1
6	 1	 77	 10.00	 1	 right	 l	 1
6	 1	 78	 10.00	 1	 right	 l	 1
6	 1	 79	 1.90	 1	 left	 l	 1
6	 1	 80	 10.00	 0	 x	 r	 1
6	 2	 1	 10.00	 0	 x	 r	 1
6	 2	 2	 10.00	 0	 x	 r	 1
6	 2	 3	 10.00	 0	 x	 r	 1
6	 2	 4	 10.00	 1	 right	 l	 1
6	 2	 5	 1.90	 1	 right	 l	 1
6	 2	 6	 1.90	 1	 left	 r	 0
6	 2	 7	 1.90	 0	 x	 l	 0
6	 2	 8	 10.00	 1	 left	 l	 1
6	 2	 9	 1.90	 0	 x	 r	 1
6	 2	 10	 1.90	 0	 x	 l	 0
6	 2	 11	 1.90	 0	 x	 r	 1
6	 2	 12	 1.90	 0	 x	 r	 1
6	 2	 13	 1.90	 1	 right	 l	 1
6	 2	 14	 10.00	 1	 right	 l	 1
6	 2	 15	 10.00	 0	 x	 r	 1
6	 2	 16	 10.00	 1	 left	 l	 1
6	 2	 17	 10.00	 1	 left	 l	 1
6	 2	 18	 10.00	 1	 left	 l	 1
6	 2	 19	 10.00	 1	 left	 l	 1
6	 2	 20	 10.00	 1	 left	 l	 1
6	 2	 21	 1.90	 0	 x	 l	 0
6	 2	 22	 1.90	 0	 x	 r	 1
6	 2	 23	 10.00	 0	 x	 r	 1
6	 2	 24	 1.90	 1	 left	 l	 1
6	 2	 25	 10.00	 0	 x	 r	 1
6	 2	 26	 1.90	 0	 x	 l	 0
6	 2	 27	 10.00	 0	 x	 r	 1
6	 2	 28	 10.00	 1	 left	 l	 1
6	 2	 29	 10.00	 1	 right	 l	 1
6	 2	 30	 1.90	 1	 right	 l	 1
6	 2	 31	 10.00	 1	 left	 l	 1
6	 2	 32	 10.00	 0	 x	 r	 1
6	 2	 33	 1.90	 0	 x	 l	 0
6	 2	 34	 1.90	 0	 x	 r	 1
6	 2	 35	 10.00	 1	 right	 l	 1
6	 2	 36	 1.90	 1	 right	 l	 1
6	 2	 37	 1.90	 1	 left	 r	 0
6	 2	 38	 1.90	 1	 left	 l	 1
6	 2	 39	 1.90	 0	 x	 r	 1
6	 2	 40	 10.00	 0	 x	 r	 1
6	 2	 41	 1.90	 0	 x	 r	 1
6	 2	 42	 1.90	 0	 x	 r	 1
6	 2	 43	 10.00	 1	 left	 l	 1
6	 2	 44	 1.90	 0	 x	 r	 1
6	 2	 45	 1.90	 1	 right	 l	 1
6	 2	 46	 1.90	 0	 x	 r	 1
6	 2	 47	 1.90	 1	 left	 l	 1
6	 2	 48	 10.00	 0	 x	 r	 1
6	 2	 49	 10.00	 0	 x	 r	 1
6	 2	 50	 1.90	 1	 left	 l	 1
6	 2	 51	 10.00	 1	 right	 l	 1
6	 2	 52	 1.90	 0	 x	 r	 1
6	 2	 53	 1.90	 0	 x	 r	 1
6	 2	 54	 1.90	 0	 x	 l	 0
6	 2	 55	 1.90	 1	 left	 l	 1
6	 2	 56	 10.00	 1	 right	 l	 1
6	 2	 57	 1.90	 1	 right	 l	 1
6	 2	 58	 10.00	 0	 x	 r	 1
6	 2	 59	 10.00	 1	 right	 l	 1
6	 2	 60	 10.00	 0	 x	 r	 1
6	 2	 61	 10.00	 1	 right	 l	 1
6	 2	 62	 10.00	 0	 x	 r	 1
6	 2	 63	 10.00	 0	 x	 r	 1
6	 2	 64	 10.00	 1	 right	 l	 1
6	 2	 65	 10.00	 0	 x	 r	 1
6	 2	 66	 1.90	 0	 x	 r	 1
6	 2	 67	 1.90	 1	 right	 l	 1
6	 2	 68	 10.00	 1	 left	 l	 1
6	 2	 69	 1.90	 1	 right	 r	 0
6	 2	 70	 1.90	 1	 right	 l	 1
6	 2	 71	 10.00	 0	 x	 r	 1
6	 2	 72	 10.00	 0	 x	 r	 1
6	 2	 73	 1.90	 1	 left	 l	 1
6	 2	 74	 10.00	 1	 right	 l	 1
6	 2	 75	 1.90	 1	 right	 l	 1
6	 2	 76	 1.90	 1	 left	 l	 1
6	 2	 77	 10.00	 0	 x	 r	 1
6	 2	 78	 1.90	 0	 x	 r	 1
6	 2	 79	 1.90	 1	 left	 r	 0
6	 2	 80	 10.00	 0	 x	 r	 1
7	 1	 1	 1.90	 0	 x	 r	 1
7	 1	 2	 10.00	 1	 right	 l	 1
7	 1	 3	 10.00	 1	 left	 l	 1
7	 1	 4	 10.00	 0	 x	 r	 1
7	 1	 5	 1.90	 0	 x	 l	 0
7	 1	 6	 1.90	 0	 x	 l	 0
7	 1	 7	 10.00	 0	 x	 l	 0
7	 1	 8	 10.00	 1	 right	 r	 0
7	 1	 9	 1.90	 0	 x	 r	 1
7	 1	 10	 10.00	 1	 left	 l	 1
7	 1	 11	 10.00	 0	 x	 r	 1
7	 1	 12	 10.00	 1	 right	 l	 1
7	 1	 13	 10.00	 1	 right	 l	 1
7	 1	 14	 10.00	 1	 right	 l	 1
7	 1	 15	 1.90	 1	 left	 r	 0
7	 1	 16	 1.90	 1	 left	 l	 1
7	 1	 17	 10.00	 0	 x	 l	 0
7	 1	 18	 1.90	 1	 left	 r	 0
7	 1	 19	 1.90	 0	 x	 l	 0
7	 1	 20	 1.90	 0	 x	 r	 1
7	 1	 21	 10.00	 0	 x	 r	 1
7	 1	 22	 1.90	 1	 left	 r	 0
7	 1	 23	 10.00	 0	 x	 r	 1
7	 1	 24	 1.90	 1	 right	 r	 0
7	 1	 25	 10.00	 0	 x	 r	 1
7	 1	 26	 1.90	 0	 x	 l	 0
7	 1	 27	 10.00	 1	 left	 l	 1
7	 1	 28	 10.00	 1	 right	 l	 1
7	 1	 29	 10.00	 1	 left	 l	 1
7	 1	 30	 10.00	 0	 x	 r	 1
7	 1	 31	 1.90	 1	 right	 r	 0
7	 1	 32	 1.90	 1	 right	 r	 0
7	 1	 33	 1.90	 1	 left	 l	 1
7	 1	 34	 1.90	 1	 left	 r	 0
7	 1	 35	 10.00	 1	 left	 l	 1
7	 1	 36	 10.00	 0	 x	 r	 1
7	 1	 37	 1.90	 0	 x	 l	 0
7	 1	 38	 10.00	 0	 x	 r	 1
7	 1	 39	 1.90	 1	 left	 l	 1
7	 1	 40	 10.00	 0	 x	 l	 0
7	 1	 41	 10.00	 0	 x	 l	 0
7	 1	 42	 1.90	 0	 x	 r	 1
7	 1	 43	 1.90	 0	 x	 r	 1
7	 1	 44	 1.90	 0	 x	 l	 0
7	 1	 45	 10.00	 0	 x	 r	 1
7	 1	 46	 10.00	 0	 x	 r	 1
7	 1	 47	 10.00	 0	 x	 r	 1
7	 1	 48	 1.90	 0	 x	 l	 0
7	 1	 49	 10.00	 0	 x	 r	 1
7	 1	 50	 10.00	 1	 left	 l	 1
7	 1	 51	 1.90	 1	 left	 r	 0
7	 1	 52	 1.90	 1	 right	 l	 1
7	 1	 53	 10.00	 1	 right	 l	 1
7	 1	 54	 1.90	 0	 x	 r	 1
7	 1	 55	 10.00	 1	 left	 l	 1
7	 1	 56	 1.90	 0	 x	 r	 1
7	 1	 57	 10.00	 1	 left	 l	 1
7	 1	 58	 1.90	 0	 x	 r	 1
7	 1	 59	 10.00	 1	 right	 l	 1
7	 1	 60	 10.00	 0	 x	 r	 1
7	 1	 61	 1.90	 1	 right	 l	 1
7	 1	 62	 1.90	 1	 left	 r	 0
7	 1	 63	 10.00	 1	 right	 l	 1
7	 1	 64	 10.00	 0	 x	 r	 1
7	 1	 65	 1.90	 1	 left	 r	 0
7	 1	 66	 10.00	 1	 left	 l	 1
7	 1	 67	 1.90	 0	 x	 l	 0
7	 1	 68	 1.90	 0	 x	 r	 1
7	 1	 69	 1.90	 1	 right	 r	 0
7	 1	 70	 1.90	 0	 x	 l	 0
7	 1	 71	 10.00	 1	 right	 l	 1
7	 1	 72	 10.00	 0	 x	 r	 1
7	 1	 73	 1.90	 0	 x	 r	 1
7	 1	 74	 1.90	 1	 right	 r	 0
7	 1	 75	 10.00	 1	 left	 l	 1
7	 1	 76	 1.90	 1	 right	 r	 0
7	 1	 77	 1.90	 1	 right	 r	 0
7	 1	 78	 10.00	 0	 x	 r	 1
7	 1	 79	 1.90	 0	 x	 l	 0
7	 1	 80	 1.90	 1	 right	 r	 0
7	 2	 1	 10.00	 0	 x	 l	 0
7	 2	 2	 1.90	 0	 x	 l	 0
7	 2	 3	 10.00	 0	 x	 r	 1
7	 2	 4	 1.90	 1	 right	 l	 1
7	 2	 5	 1.90	 1	 left	 l	 1
7	 2	 6	 10.00	 1	 right	 r	 0
7	 2	 7	 10.00	 0	 x	 r	 1
7	 2	 8	 1.90	 0	 x	 l	 0
7	 2	 9	 10.00	 1	 right	 l	 1
7	 2	 10	 10.00	 0	 x	 r	 1
7	 2	 11	 1.90	 0	 x	 r	 1
7	 2	 12	 10.00	 1	 right	 l	 1
7	 2	 13	 10.00	 1	 left	 l	 1
7	 2	 14	 10.00	 0	 x	 r	 1
7	 2	 15	 1.90	 1	 right	 l	 1
7	 2	 16	 1.90	 0	 x	 r	 1
7	 2	 17	 10.00	 1	 left	 l	 1
7	 2	 18	 1.90	 0	 x	 l	 0
7	 2	 19	 1.90	 0	 x	 r	 1
7	 2	 20	 10.00	 1	 right	 l	 1
7	 2	 21	 10.00	 0	 x	 r	 1
7	 2	 22	 1.90	 0	 x	 r	 1
7	 2	 23	 1.90	 1	 left	 r	 0
7	 2	 24	 10.00	 1	 right	 l	 1
7	 2	 25	 10.00	 1	 right	 l	 1
7	 2	 26	 1.90	 1	 right	 l	 1
7	 2	 27	 10.00	 1	 right	 l	 1
7	 2	 28	 1.90	 1	 right	 l	 1
7	 2	 29	 10.00	 1	 left	 l	 1
7	 2	 30	 1.90	 0	 x	 r	 1
7	 2	 31	 10.00	 0	 x	 r	 1
7	 2	 32	 10.00	 0	 x	 r	 1
7	 2	 33	 1.90	 1	 right	 l	 1
7	 2	 34	 1.90	 1	 left	 r	 0
7	 2	 35	 10.00	 1	 left	 l	 1
7	 2	 36	 10.00	 1	 right	 l	 1
7	 2	 37	 1.90	 1	 right	 l	 1
7	 2	 38	 10.00	 1	 left	 l	 1
7	 2	 39	 10.00	 1	 left	 l	 1
7	 2	 40	 1.90	 0	 x	 r	 1
7	 2	 41	 1.90	 1	 left	 r	 0
7	 2	 42	 10.00	 0	 x	 r	 1
7	 2	 43	 10.00	 0	 x	 r	 1
7	 2	 44	 1.90	 0	 x	 r	 1
7	 2	 45	 1.90	 1	 left	 r	 0
7	 2	 46	 1.90	 1	 right	 l	 1
7	 2	 47	 10.00	 0	 x	 r	 1
7	 2	 48	 10.00	 0	 x	 r	 1
7	 2	 49	 1.90	 1	 left	 l	 1
7	 2	 50	 10.00	 1	 right	 l	 1
7	 2	 51	 1.90	 0	 x	 l	 0
7	 2	 52	 1.90	 1	 right	 l	 1
7	 2	 53	 1.90	 0	 x	 l	 0
7	 2	 54	 1.90	 1	 right	 l	 1
7	 2	 55	 10.00	 0	 x	 r	 1
7	 2	 56	 10.00	 0	 x	 r	 1
7	 2	 57	 10.00	 0	 x	 r	 1
7	 2	 58	 1.90	 0	 x	 l	 0
7	 2	 59	 10.00	 0	 x	 r	 1
7	 2	 60	 1.90	 0	 x	 l	 0
7	 2	 61	 10.00	 1	 left	 l	 1
7	 2	 62	 1.90	 0	 x	 r	 1
7	 2	 63	 1.90	 0	 x	 r	 1
7	 2	 64	 10.00	 0	 x	 r	 1
7	 2	 65	 1.90	 1	 left	 r	 0
7	 2	 66	 10.00	 1	 left	 l	 1
7	 2	 67	 1.90	 1	 left	 r	 0
7	 2	 68	 1.90	 0	 x	 l	 0
7	 2	 69	 10.00	 1	 left	 l	 1
7	 2	 70	 1.90	 1	 right	 l	 1
7	 2	 71	 1.90	 1	 left	 r	 0
7	 2	 72	 1.90	 0	 x	 l	 0
7	 2	 73	 10.00	 1	 left	 l	 1
7	 2	 74	 1.90	 0	 x	 r	 1
7	 2	 75	 1.90	 1	 left	 r	 0
7	 2	 76	 10.00	 1	 right	 l	 1
7	 2	 77	 10.00	 0	 x	 r	 1
7	 2	 78	 10.00	 0	 x	 r	 1
7	 2	 79	 10.00	 0	 x	 r	 1
7	 2	 80	 1.90	 0	 x	 l	 0
8	 1	 1	 1.90	 0	 x	 l	 0
8	 1	 2	 1.90	 0	 x	 l	 0
8	 1	 3	 10.00	 0	 x	 l	 0
8	 1	 4	 1.90	 1	 right	 l	 1
8	 1	 5	 10.00	 0	 x	 r	 1
8	 1	 6	 1.90	 0	 x	 l	 0
8	 1	 7	 1.90	 0	 x	 r	 1
8	 1	 8	 10.00	 1	 right	 l	 1
8	 1	 9	 10.00	 1	 right	 l	 1
8	 1	 10	 10.00	 1	 left	 l	 1
8	 1	 11	 1.90	 0	 x	 l	 0
8	 1	 12	 1.90	 1	 right	 l	 1
8	 1	 13	 1.90	 1	 right	 r	 0
8	 1	 14	 10.00	 0	 x	 r	 1
8	 1	 15	 1.90	 1	 right	 l	 1
8	 1	 16	 10.00	 0	 x	 r	 1
8	 1	 17	 1.90	 1	 left	 l	 1
8	 1	 18	 10.00	 1	 right	 l	 1
8	 1	 19	 10.00	 1	 right	 l	 1
8	 1	 20	 1.90	 0	 x	 l	 0
8	 1	 21	 1.90	 0	 x	 l	 0
8	 1	 22	 10.00	 0	 x	 r	 1
8	 1	 23	 10.00	 0	 x	 r	 1
8	 1	 24	 10.00	 1	 right	 l	 1
8	 1	 25	 1.90	 1	 left	 l	 1
8	 1	 26	 1.90	 0	 x	 l	 0
8	 1	 27	 1.90	 1	 right	 l	 1
8	 1	 28	 10.00	 1	 left	 l	 1
8	 1	 29	 1.90	 1	 right	 l	 1
8	 1	 30	 1.90	 1	 left	 r	 0
8	 1	 31	 1.90	 0	 x	 r	 1
8	 1	 32	 1.90	 0	 x	 r	 1
8	 1	 33	 1.90	 1	 left	 r	 0
8	 1	 34	 1.90	 0	 x	 r	 1
8	 1	 35	 1.90	 0	 x	 l	 0
8	 1	 36	 1.90	 0	 x	 l	 0
8	 1	 37	 1.90	 1	 left	 l	 1
8	 1	 38	 10.00	 1	 left	 l	 1
8	 1	 39	 1.90	 1	 left	 l	 1
8	 1	 40	 10.00	 0	 x	 r	 1
8	 1	 41	 1.90	 0	 x	 l	 0
8	 1	 42	 10.00	 0	 x	 r	 1
8	 1	 43	 10.00	 0	 x	 r	 1
8	 1	 44	 1.90	 0	 x	 r	 1
8	 1	 45	 10.00	 0	 x	 r	 1
8	 1	 46	 10.00	 1	 right	 l	 1
8	 1	 47	 10.00	 0	 x	 r	 1
8	 1	 48	 1.90	 0	 x	 r	 1
8	 1	 49	 10.00	 0	 x	 r	 1
8	 1	 50	 1.90	 1	 right	 l	 1
8	 1	 51	 10.00	 0	 x	 r	 1
8	 1	 52	 10.00	 1	 left	 l	 1
8	 1	 53	 10.00	 0	 x	 r	 1
8	 1	 54	 10.00	 1	 left	 l	 1
8	 1	 55	 1.90	 1	 left	 l	 1
8	 1	 56	 10.00	 1	 left	 l	 1
8	 1	 57	 10.00	 0	 x	 r	 1
8	 1	 58	 10.00	 0	 x	 r	 1
8	 1	 59	 10.00	 1	 right	 l	 1
8	 1	 60	 10.00	 0	 x	 r	 1
8	 1	 61	 1.90	 0	 x	 l	 0
8	 1	 62	 10.00	 1	 left	 l	 1
8	 1	 63	 1.90	 0	 x	 r	 1
8	 1	 64	 10.00	 0	 x	 r	 1
8	 1	 65	 10.00	 1	 right	 l	 1
8	 1	 66	 1.90	 1	 left	 l	 1
8	 1	 67	 1.90	 0	 x	 r	 1
8	 1	 68	 10.00	 1	 left	 l	 1
8	 1	 69	 1.90	 1	 left	 l	 1
8	 1	 70	 1.90	 0	 x	 r	 1
8	 1	 71	 1.90	 1	 right	 l	 1
8	 1	 72	 1.90	 1	 left	 l	 1
8	 1	 73	 10.00	 1	 left	 l	 1
8	 1	 74	 10.00	 1	 left	 l	 1
8	 1	 75	 1.90	 1	 right	 l	 1
8	 1	 76	 10.00	 1	 right	 l	 1
8	 1	 77	 10.00	 0	 x	 r	 1
8	 1	 78	 10.00	 1	 right	 l	 1
8	 1	 79	 1.90	 1	 right	 l	 1
8	 1	 80	 10.00	 0	 x	 r	 1
8	 2	 1	 10.00	 0	 x	 r	 1
8	 2	 2	 10.00	 0	 x	 r	 1
8	 2	 3	 10.00	 0	 x	 r	 1
8	 2	 4	 10.00	 1	 left	 l	 1
8	 2	 5	 10.00	 1	 right	 l	 1
8	 2	 6	 1.90	 0	 x	 l	 0
8	 2	 7	 1.90	 1	 right	 l	 1
8	 2	 8	 1.90	 0	 x	 r	 1
8	 2	 9	 1.90	 1	 right	 r	 0
8	 2	 10	 1.90	 0	 x	 r	 1
8	 2	 11	 1.90	 1	 right	 l	 1
8	 2	 12	 1.90	 1	 right	 r	 0
8	 2	 13	 10.00	 0	 x	 r	 1
8	 2	 14	 1.90	 1	 left	 l	 1
8	 2	 15	 1.90	 0	 x	 l	 0
8	 2	 16	 1.90	 1	 left	 l	 1
8	 2	 17	 10.00	 1	 left	 l	 1
8	 2	 18	 1.90	 1	 right	 l	 1
8	 2	 19	 10.00	 0	 x	 r	 1
8	 2	 20	 1.90	 0	 x	 l	 0
8	 2	 21	 10.00	 1	 left	 l	 1
8	 2	 22	 1.90	 0	 x	 r	 1
8	 2	 23	 10.00	 0	 x	 r	 1
8	 2	 24	 10.00	 0	 x	 r	 1
8	 2	 25	 10.00	 1	 left	 l	 1
8	 2	 26	 1.90	 0	 x	 r	 1
8	 2	 27	 1.90	 0	 x	 r	 1
8	 2	 28	 1.90	 0	 x	 r	 1
8	 2	 29	 1.90	 0	 x	 l	 0
8	 2	 30	 1.90	 1	 left	 l	 1
8	 2	 31	 10.00	 0	 x	 r	 1
8	 2	 32	 1.90	 1	 left	 l	 1
8	 2	 33	 1.90	 0	 x	 r	 1
8	 2	 34	 1.90	 1	 left	 r	 0
8	 2	 35	 10.00	 1	 right	 l	 1
8	 2	 36	 10.00	 1	 right	 l	 1
8	 2	 37	 1.90	 0	 x	 r	 1
8	 2	 38	 10.00	 1	 left	 l	 1
8	 2	 39	 1.90	 1	 left	 l	 1
8	 2	 40	 10.00	 1	 left	 l	 1
8	 2	 41	 10.00	 0	 x	 r	 1
8	 2	 42	 1.90	 1	 right	 l	 1
8	 2	 43	 1.90	 0	 x	 r	 1
8	 2	 44	 1.90	 1	 left	 l	 1
8	 2	 45	 1.90	 0	 x	 r	 1
8	 2	 46	 10.00	 1	 left	 l	 1
8	 2	 47	 10.00	 0	 x	 r	 1
8	 2	 48	 10.00	 0	 x	 r	 1
8	 2	 49	 10.00	 1	 right	 l	 1
8	 2	 50	 1.90	 0	 x	 r	 1
8	 2	 51	 10.00	 1	 right	 l	 1
8	 2	 52	 1.90	 1	 right	 l	 1
8	 2	 53	 10.00	 0	 x	 r	 1
8	 2	 54	 1.90	 1	 left	 l	 1
8	 2	 55	 10.00	 1	 right	 l	 1
8	 2	 56	 1.90	 0	 x	 r	 1
8	 2	 57	 10.00	 1	 left	 l	 1
8	 2	 58	 10.00	 1	 left	 l	 1
8	 2	 59	 1.90	 0	 x	 r	 1
8	 2	 60	 10.00	 0	 x	 r	 1
8	 2	 61	 10.00	 0	 x	 r	 1
8	 2	 62	 10.00	 0	 x	 r	 1
8	 2	 63	 1.90	 1	 right	 l	 1
8	 2	 64	 10.00	 0	 x	 r	 1
8	 2	 65	 10.00	 0	 x	 r	 1
8	 2	 66	 10.00	 1	 left	 l	 1
8	 2	 67	 1.90	 0	 x	 r	 1
8	 2	 68	 1.90	 0	 x	 r	 1
8	 2	 69	 10.00	 1	 right	 l	 1
8	 2	 70	 1.90	 1	 left	 l	 1
8	 2	 71	 1.90	 1	 left	 r	 0
8	 2	 72	 1.90	 1	 right	 l	 1
8	 2	 73	 10.00	 0	 x	 r	 1
8	 2	 74	 1.90	 0	 x	 r	 1
8	 2	 75	 10.00	 0	 x	 r	 1
8	 2	 76	 10.00	 1	 right	 l	 1
8	 2	 77	 10.00	 0	 x	 r	 1
8	 2	 78	 10.00	 1	 right	 l	 1
8	 2	 79	 1.90	 1	 right	 l	 1
8	 2	 80	 10.00	 1	 right	 l	 1
9	 1	 1	 10.00	 0	 x	 l	 0
9	 1	 2	 1.90	 1	 right	 r	 0
9	 1	 3	 1.90	 1	 left	 l	 1
9	 1	 4	 1.90	 1	 left	 r	 0
9	 1	 5	 1.90	 0	 x	 l	 0
9	 1	 6	 10.00	 0	 x	 r	 1
9	 1	 7	 1.90	 1	 right	 r	 0
9	 1	 8	 1.90	 1	 left	 l	 1
9	 1	 9	 10.00	 1	 right	 r	 0
9	 1	 10	 10.00	 1	 right	 r	 0
9	 1	 11	 1.90	 1	 right	 l	 1
9	 1	 12	 10.00	 1	 left	 l	 1
9	 1	 13	 10.00	 0	 x	 r	 1
9	 1	 14	 1.90	 0	 x	 l	 0
9	 1	 15	 10.00	 0	 x	 r	 1
9	 1	 16	 1.90	 1	 right	 l	 1
9	 1	 17	 1.90	 0	 x	 l	 0
9	 1	 18	 1.90	 1	 right	 r	 0
9	 1	 19	 1.90	 0	 x	 r	 1
9	 1	 20	 1.90	 1	 left	 r	 0
9	 1	 21	 1.90	 1	 left	 r	 0
9	 1	 22	 10.00	 0	 x	 r	 1
9	 1	 23	 10.00	 1	 left	 l	 1
9	 1	 24	 1.90	 1	 right	 r	 0
9	 1	 25	 10.00	 1	 left	 l	 1
9	 1	 26	 1.90	 1	 right	 r	 0
9	 1	 27	 1.90	 1	 left	 l	 1
9	 1	 28	 10.00	 0	 x	 r	 1
9	 1	 29	 1.90	 0	 x	 l	 0
9	 1	 30	 1.90	 0	 x	 l	 0
9	 1	 31	 10.00	 0	 x	 r	 1
9	 1	 32	 10.00	 0	 x	 r	 1
9	 1	 33	 10.00	 0	 x	 r	 1
9	 1	 34	 10.00	 0	 x	 r	 1
9	 1	 35	 10.00	 1	 right	 l	 1
9	 1	 36	 1.90	 0	 x	 r	 1
9	 1	 37	 1.90	 0	 x	 r	 1
9	 1	 38	 10.00	 0	 x	 r	 1
9	 1	 39	 1.90	 0	 x	 r	 1
9	 1	 40	 10.00	 1	 right	 l	 1
9	 1	 41	 10.00	 0	 x	 r	 1
9	 1	 42	 1.90	 0	 x	 l	 0
9	 1	 43	 1.90	 0	 x	 r	 1
9	 1	 44	 1.90	 0	 x	 l	 0
9	 1	 45	 10.00	 1	 right	 l	 1
9	 1	 46	 1.90	 0	 x	 l	 0
9	 1	 47	 10.00	 1	 left	 l	 1
9	 1	 48	 10.00	 0	 x	 r	 1
9	 1	 49	 10.00	 1	 left	 l	 1
9	 1	 50	 1.90	 0	 x	 l	 0
9	 1	 51	 10.00	 1	 left	 l	 1
9	 1	 52	 10.00	 1	 right	 l	 1
9	 1	 53	 1.90	 1	 left	 r	 0
9	 1	 54	 1.90	 0	 x	 l	 0
9	 1	 55	 1.90	 0	 x	 l	 0
9	 1	 56	 10.00	 1	 right	 l	 1
9	 1	 57	 10.00	 1	 left	 l	 1
9	 1	 58	 1.90	 1	 right	 l	 1
9	 1	 59	 1.90	 1	 right	 l	 1
9	 1	 60	 10.00	 1	 right	 l	 1
9	 1	 61	 10.00	 1	 right	 l	 1
9	 1	 62	 10.00	 0	 x	 r	 1
9	 1	 63	 1.90	 1	 left	 l	 1
9	 1	 64	 10.00	 0	 x	 r	 1
9	 1	 65	 10.00	 1	 left	 l	 1
9	 1	 66	 1.90	 0	 x	 l	 0
9	 1	 67	 1.90	 1	 left	 r	 0
9	 1	 68	 1.90	 1	 right	 l	 1
9	 1	 69	 10.00	 1	 left	 l	 1
9	 1	 70	 10.00	 0	 x	 r	 1
9	 1	 71	 1.90	 1	 left	 l	 1
9	 1	 72	 1.90	 0	 x	 l	 0
9	 1	 73	 10.00	 1	 left	 l	 1
9	 1	 74	 1.90	 0	 x	 l	 0
9	 1	 75	 10.00	 1	 right	 l	 1
9	 1	 76	 10.00	 0	 x	 l	 0
9	 1	 77	 10.00	 0	 x	 r	 1
9	 1	 78	 1.90	 0	 x	 l	 0
9	 1	 79	 10.00	 0	 x	 r	 1
9	 1	 80	 10.00	 0	 x	 r	 1
9	 2	 1	 1.90	 1	 left	 l	 1
9	 2	 2	 1.90	 0	 x	 l	 0
9	 2	 3	 1.90	 0	 x	 l	 0
9	 2	 4	 1.90	 0	 x	 r	 1
9	 2	 5	 10.00	 1	 left	 l	 1
9	 2	 6	 1.90	 1	 left	 l	 1
9	 2	 7	 1.90	 0	 x	 l	 0
9	 2	 8	 10.00	 0	 x	 r	 1
9	 2	 9	 10.00	 0	 x	 r	 1
9	 2	 10	 1.90	 0	 x	 r	 1
9	 2	 11	 1.90	 0	 x	 r	 1
9	 2	 12	 1.90	 1	 right	 l	 1
9	 2	 13	 10.00	 0	 x	 r	 1
9	 2	 14	 1.90	 1	 right	 l	 1
9	 2	 15	 10.00	 1	 right	 l	 1
9	 2	 16	 10.00	 0	 x	 r	 1
9	 2	 17	 1.90	 0	 x	 r	 1
9	 2	 18	 10.00	 1	 left	 l	 1
9	 2	 19	 1.90	 1	 right	 l	 1
9	 2	 20	 1.90	 1	 right	 l	 1
9	 2	 21	 10.00	 0	 x	 l	 0
9	 2	 22	 1.90	 1	 right	 l	 1
9	 2	 23	 10.00	 1	 right	 l	 1
9	 2	 24	 1.90	 1	 left	 l	 1
9	 2	 25	 10.00	 0	 x	 r	 1
9	 2	 26	 1.90	 1	 left	 l	 1
9	 2	 27	 10.00	 0	 x	 l	 0
9	 2	 28	 10.00	 0	 x	 r	 1
9	 2	 29	 10.00	 0	 x	 r	 1
9	 2	 30	 10.00	 0	 x	 r	 1
9	 2	 31	 10.00	 1	 right	 l	 1
9	 2	 32	 1.90	 1	 left	 l	 1
9	 2	 33	 10.00	 1	 left	 l	 1
9	 2	 34	 1.90	 1	 left	 l	 1
9	 2	 35	 1.90	 0	 x	 l	 0
9	 2	 36	 1.90	 0	 x	 l	 0
9	 2	 37	 10.00	 1	 right	 l	 1
9	 2	 38	 10.00	 0	 x	 r	 1
9	 2	 39	 10.00	 1	 left	 l	 1
9	 2	 40	 10.00	 1	 right	 l	 1
9	 2	 41	 10.00	 1	 left	 l	 1
9	 2	 42	 10.00	 1	 right	 l	 1
9	 2	 43	 1.90	 0	 x	 l	 0
9	 2	 44	 10.00	 1	 left	 l	 1
9	 2	 45	 10.00	 0	 x	 r	 1
9	 2	 46	 1.90	 0	 x	 l	 0
9	 2	 47	 1.90	 0	 x	 l	 0
9	 2	 48	 10.00	 0	 x	 r	 1
9	 2	 49	 10.00	 1	 left	 l	 1
9	 2	 50	 10.00	 0	 x	 r	 1
9	 2	 51	 10.00	 0	 x	 r	 1
9	 2	 52	 10.00	 0	 x	 r	 1
9	 2	 53	 1.90	 0	 x	 l	 0
9	 2	 54	 10.00	 1	 right	 l	 1
9	 2	 55	 1.90	 0	 x	 r	 1
9	 2	 56	 1.90	 1	 left	 l	 1
9	 2	 57	 1.90	 0	 x	 l	 0
9	 2	 58	 10.00	 0	 x	 r	 1
9	 2	 59	 10.00	 1	 left	 l	 1
9	 2	 60	 1.90	 0	 x	 l	 0
9	 2	 61	 10.00	 1	 right	 l	 1
